id,vendor,product_name,units,brand,max_price,min_price,avg_price,days_with_price_data
1982932,Metro,Organic Berry Detox Green Tea Leaves,80g,Buddha Leaf,11.79,11.79,11.79,36
10686,Voila,Teapigs Green Tea Mao Feng 15 Tea Bags ,15 per pack,,10.49,10.49,10.49,35
10704,Voila,Tetley Green Tea Jasmine 24 Tea Bags,24 per pack,,5.29,4.49,4.90428571428571,35
2327478,Metro,Green Tea Flavoured Iced Tea,695ml,Peace Tea,2/$3.00,1.00,1.77941176470588,34
98489,Walmart,"Lipton and mellow experience Green Tea, 72 tea bags Green Tea",72 tea bags Green Tea,Lipton,6.97,6.97,6.97,33
2226526,Metro,Fields Of Green Green Tea,15un,Pluck,9.99,9.99,9.99,32
44625,Metro,"Jasmine Green Tea Bags, Organic Fairtrade",16un,Four O'Clock,6.49,5.99,6.23193548387097,31
2885992,NoFrills,Green Tea Kombucha,32g,Yogi,6.49,6.49,6.49,31
18800,Galleria,GREEN TEA POWDER 40g,EA,,8.99,8.99,8.99,30
45140,Metro,Ginger And Apple Flavoured Iced Green Tea,473ml,Nai,4.49,3.82,4.43931034482759,29
90023,TandT,Tao Ti Apple Green Tea (250mlx6),250mlx6,,6.59,3.20,5.88862068965517,29
1694208,Loblaws,FRIZZAN-TÉ Sparkling Tea Beverage Peach Ginger Green Tea Flavour,750ml,President's Choice,7.50,7.50,7.5,29
1695168,Loblaws,Green Tea Japanese Mochi Ice Confectionary,270g,Lotte,5.99,5.99,5.99,29
2327357,Metro,Green Tea Bags,20un,Twinings of London,5.99,5.79,5.93814814814815,27
47464,Metro,Winter Green Tea Flavoured Gum,1un,PÜR,1.79,0.87,1.14269230769231,26
88110,TandT,Ito En Traditonal Matcha Green Tea Bag 30g       ,,,8.24,7.49,7.72076923076923,26
88121,TandT,Ito En Jasmine Matcha Green Tea Bag 30g       ,,,8.24,7.49,7.72076923076923,26
88115,TandT,Ito En Japaness Green Tea W/Roasted Rice 2gx20     ,,,7.25,6.59,6.6956,25
3559062,TandT,C2 Green Tea - Lemon Flavour (500ml) ,,,2.19,1.97,2.0668,25
1695156,Loblaws,Green Tea,200g,Lipton,9.99,9.99,9.99,24
93938,TandT,T&T Bakery Green Tea Pastry with Egg Yolk (4pcs),4pcs,,8.49,8.49,8.49,23
108518,Walmart,"ORG. GREEN TEA 100CT, Uncle Lee's Tea - Green Tea Organic - 100 Tea Bags (5.64 oz / 160 g)  Uncle Lee's Tea Organic Green Tea is an ancient tradition for today's health. When it comes to green teas no one knows better than Uncle Lee's. They've been creating fine teas for over 50 years, combining traditional methods from ",combining traditional methods from ,Uncle Lee's Tea,8.97,8.97,8.97,23
1159274,Loblaws,"Perfect Skin Blemish with Omega-3 EPA Concentrate, Green Tea Extract, Zinc & Chromium",120ea,Genuine Health,54.99,54.99,54.99,22
3682996,TandT,Caoxiaokai Longjing Green Tea (500ml),500ml,,2.19,1.25,1.814,20
88117,TandT,Ito En Japaness Green Tea Bag 2gx20     ,,,7.69,6.99,7.13736842105263,19
112960,Walmart,"GREEN TEA WITH NANA, The mint leaves are good for the digestion and they add to the green tea a fresh and charming taste. 
Green Tea with a Unique and Refreshing Awesome Mint Flavor. Rich in Antioxidants, Naturally flavored using all natural ingredients.



Kosher Parve For Passover and all year r","The mint leaves are good for the digestion and they add to the green tea a fresh and charming taste. 
Naturally flavored using all natural ingredients.



Kosher Parve For Passover and all year r",Wissotzky Tea,4.47,3.77,4.39631578947368,19
2326193,Metro,Organic Jasmine Green Tea Bags,18un,Numi,8.79,10.49,9.86368421052632,19
2327192,Metro,Peppermint Green Tea,30g,Nutratea,2.29,2.29,2.29,19
3973118,Walmart,"ARIZONA GREEN TEA, Arizona Green Tea",Arizona Green Tea,AriZona,1.47,1.47,1.47,19
4069851,Walmart,"LPT TEA GRN DECAF 6 72ct, Lipton Green Tea Decaf 72 count",Lipton Green Tea Decaf 72 count,Lipton,6.97,5.97,6.91736842105263,19
17319,Galleria,ITOEN ROASTED GREEN TEA HOUJI CHA 500ML,EA,,3.49,3.49,3.49,18
2325875,Metro,Lemongrass Organic Green Tea Bag,16un,Traditional Medicinals,5.69,4.99,5.45666666666667,18
2326302,Metro,Organic Green Tea Kombucha,16un,Yogi,6.99,6.99,6.99,18
1075964,Loblaws,Takaokaya Japanese Green Tea,31g,,2.99,2.99,2.99,17
105129,Walmart,"GREEN TEA WITH NANA, E-ALTRA GREEN TEA WITH NANA",E-ALTRA GREEN TEA WITH NANA,Wissotzky Tea,3.47,3.47,3.47,16
2326303,Metro,Organic Gunpowder Green Tea Bags,18un,Numi,8.79,10.49,10.065,16
19581,Galleria,HAITAI OHYES ROASTED GREEN TEA 360G,PK,,7.48,4.97,5.13733333333333,15
2326163,Metro,Organic Green Tea Bag,16un,Traditional Medicinals,5.69,4.99,5.50333333333333,15
19405,Galleria,MATCHA GREEN TEA POWDER 40G,EA,,7.49,7.49,7.49,14
95469,TandT,Royal Tea Garden Jade Green Tea (500ml),500ml,,1.99,1.99,1.99,14
95471,TandT,Royal Tea Garden Honey Green Tea (500ml),500ml,,1.99,1.99,1.99,14
2326052,Metro,Pure Green Tea,80un,Tetley,10.99,10.99,10.99,14
2327811,Metro,Naturally Decaffeinated Green Tea,80un,Tetley,10.99,10.99,10.99,14
19789,Galleria,TEATRA LEMON GREEN TEA 500ML,EA,,1.99,1.99,1.99,13
59238,Metro,Green Tea And Tea-Pot Gift Set,1un,Twinings,19.99,19.99,19.99,13
111283,Walmart,"Wissotzky, Green Tea, Wild Berries & Passion Fruit Flavored 20pk, The wild fruits give the tea a pleasant and unique sweetness. Passion fruit is known for promoting a relaxing sleep and for imparting a pleasant feeling throughout the day. The combination of passion fruit with green tea gives the drink an exotic taste and aroma.


Kosher Parve For","The wild fruits give the tea a pleasant and unique sweetness. Passion fruit is known for promoting a relaxing sleep and for imparting a pleasant feeling throughout the day. The combination of passion fruit with green tea gives the drink an exotic taste and aroma.


Kosher Parve For",Wissotzky Tea,7.19,3.77,4.57153846153846,13
18617,Galleria,SWEET KOREAN PANCAKE MIX GREEN TEA FLAVOR 400G,EA,,7.99,7.99,7.99,10
95744,TandT,C2 Green Tea Lemon Flavour (500ml) ,,,2.19,2.19,2.19,10
95745,TandT,C2 Regular Flavour Green Tea (500ml) ,,,2.19,2.19,2.19,10
96771,TandT,Touched Green Tea Crepe Cake (680g) ,,,33.88,33.88,33.88,10
1701675,Loblaws,Real Pops Wild Bluberry Green Tea,120ml,Real Sips,6.99,6.99,6.99,10
2313713,Metro,Organic Lemon Ginger Green Tea Bag,16un,Stash,8.99,8.99,8.99,10
72800,NoFrills,Classsic Green Tea,45g,Walini,3.99,3.99,3.99,9
72802,NoFrills,Green Tea,200g,Tradition,6.99,6.99,6.99,9
2246222,Metro,Green Tea Bags,20un,Irresistibles,4.69,2.99,4.27888888888889,9
15823,Galleria,BINGGRAE SAMANCO GREENTEA ICE CAKE MULTI 150ML*4,PK,,7.99,7.99,7.99,8
12309,Voila,Itoen Japanese Green Tea Unsweetened 500 ml ,500ml,,3.69,3.69,3.69,7
1697607,Loblaws,Matcha Green Tea Ice Cream,1l,T&T,5.99,5.99,5.99,6
2326397,Metro,Green Tea Bags,20un,Irrésistible,4.29,4.29,4.29,5
2887661,NoFrills,Matcha Green Tea Ice Cream,1l,T&T,6.99,6.99,6.99,5
30420,Loblaws,Classsic Green Tea,45g,Walini,4.29,4.29,4.29,4
59204,Metro,Candy Cane Flavoured Green Tea,20un,Celestial Seasonings,4.79,4.79,4.79,4
1983285,Metro,Pure Green Tea Bag,20un,Wissotzky,2.99,2.99,2.99,4
1983701,Metro,Honey And Lemon Green Tea Bag,20un,Wissotzky,2.99,2.99,2.99,4
1983706,Metro,Green Tea With Citrus Tea Bag,20un,Wissotzky,2.99,2.99,2.99,4
1983759,Metro,Green Tea With Lemongrass Tea Bag,20un,Wissotzky,2.99,2.99,2.99,4
1983971,Metro,Green Tea Leaves,20kg,Wissotzky,2.99,2.99,2.99,4
2325905,Metro,Classic Green Tea Bags,48un,Irrésistible,4.79,4.79,4.79,4
1983694,Metro,Wild Berry Flavoured Green Tea,20un,Wissotzky,2.99,2.99,2.99,3
1983705,Metro,Jasmine Green Tea,25un,Wissotzky,2.99,2.99,2.99,3
108534,Walmart,"C2G C2 Cool & Clean Lemon Flavoured Green Tea, 500 mL",500ml,C2G,2.17,2.17,2.17,2
108537,Walmart,"C2 Green Tea Apple Flavor 500ml, C2 Apple",C2 Apple,C2G,2.17,2.17,2.17,2
1983371,Metro,"Organic Faitrade Green Tea Bags, Organics",16un,Irresistibles,3.49,3.49,3.49,2
3374606,TandT,Coca-Cola Ayataka Sweet Green Tea (2l),2l,,1.91,1.91,1.91,2
3683660,TandT,Wuyutai Longjing Green Tea (100g),100g,,49.99,49.99,49.99,2
20426,Galleria,GLICO POCKY GREEN TEA 70g,Current price: EA,,2.99,2.99,2.99,1
20429,Galleria,GLICO POCKY GREEN TEA 40g,Current price: EA,,1.99,1.99,1.99,1
55176,Metro,Green Tea,37.5g,Lipton,3.99,3.99,3.99,1
55220,Metro,Green Tea,100un,Twinings,16.99,16.99,16.99,1
55250,Metro,Moroccan Mint Green Tea Herbal Tea,20un,Stash,6.49,6.49,6.49,1
55280,Metro,Organic Decaffeinated Green Tea,16un,Four O'Clock,5.29,5.29,5.29,1
55333,Metro,Blood Orange Flavoured Green Tea,50g,DavidsTea,9.99,9.99,9.99,1
55346,Metro,Jasmine Green Tea,20un,Twinings,4.99,4.99,4.99,1
55354,Metro,Raspberry Flavoured Iced Green Tea Beverage,473ml,Steaz,1.99,1.99,1.99,1
55395,Metro,Green Tea From The Maple Grove,1.75l,Héritage 77,4.99,4.99,4.99,1
55420,Metro,Regular Green Tea,36un,S Sense,4.79,4.79,4.79,1
55432,Metro,Organic Coconut And Ginger Flavoured Green Tea Bags,16un,Four O'Clock,2.64,2.64,2.64,1
55444,Metro,"Pomegranate, Raspberry And Strawberry Green Tea In T...",20un,Twinings,4.99,4.99,4.99,1
55572,Metro,Green Tea And Blueberry Duck And Pork Sausages,300g,Gibiers Canabec,10.99,10.99,10.99,1
95635,TandT,Nestle Green Tea Latte Kitkat (116g) ,,,2.61,2.61,2.61,1
97030,TandT,Coca-Cola  Ayataka Roasted Green Tea (2l),2l,,1.91,1.91,1.91,1
108553,Walmart,"Green Tea with Roasted Rice, 400 g",400g,UJINOTSUYU,5.77,5.77,5.77,1
116924,Galleria, HAPPY CLOVER SWISS ROLL CAKE GREEN TEA 200G ,"

                                                    EA
                                                ",,6.99,6.99,6.99,1
117050,Galleria, CION MINI GREEN TEA CASTELLA 30G*6 ,  PK,,5.99,5.99,5.99,1
917967,Galleria,MARUKIN MOCHIKON GREEN TEA FLAVOR 118G,EA,,3.99,3.99,3.99,1
2872133,NoFrills,Green Tea,200g,Alokozay,4.89,4.89,4.89,1
2872149,NoFrills,"Green Tea, Apple Flavour",500ml,Apo,2.49,2.49,2.49,1
103161,Walmart,"Tazo Zen Green Tea, Pack of 20",Pack of 20,,,,,0
113260,Walmart,"ORGANICE GREEN TEA 40 COUNT, ORGGRNTEA 40CT",ORGGRNTEA 40CT,,,,,0
